Time (ms),Sensed Force (N),Desired Position (mm),Actual Position (mm)
865,10.9471,-2.3,-0.9
866,11.2947,-2.3,-0.9
867,11.7188,-2.3,-1.0
868,12.1236,-2.4,-1.0
869,12.5188,-2.4,-1.0
870,13.0127,-2.5,-1.0
871,13.5945,-2.5,-1.1
872,14.2102,-2.5,-1.1
873,14.7885,-2.6,-1.1
874,15.3184,-2.6,-1.1
875,15.9540,-2.6,-1.2
876,16.6399,-2.6,-1.2
877,17.3024,-2.7,-1.2
878,17.9585,-2.7,-1.2
879,18.6095,-2.7,-1.3
880,19.1719,-2.7,-1.3
881,19.7722,-2.8,-1.3
882,20.2945,-2.8,-1.4
883,20.7517,-2.8,-1.4
884,21.1209,-2.8,-1.4
885,21.4380,-2.8,-1.5
886,21.7661,-2.8,-1.5
887,22.1645,-2.8,-1.5
888,22.5097,-2.8,-1.6
889,22.8193,-2.8,-1.6
890,23.1012,-2.8,-1.6
891,23.3566,-2.8,-1.6
892,23.6558,-2.8,-1.7
893,23.9344,-2.8,-1.7
894,24.1810,-2.8,-1.7
895,24.3739,-2.8,-1.7
896,24.6165,-2.8,-1.7
897,24.8122,-2.8,-1.7
898,24.9301,-2.7,-1.7
899,25.0320,-2.7,-1.7
900,25.1183,-2.7,-1.8
901,25.2470,-2.7,-1.8
902,25.3325,-2.6,-1.8
903,25.3078,-2.6,-1.8
904,25.1166,-2.6,-1.8
905,24.8536,-2.6,-1.8
906,24.6732,-2.5,-1.8
907,24.5595,-2.5,-1.8
908,24.5225,-2.4,-1.8
909,24.4239,-2.4,-1.8
910,24.4153,-2.3,-1.8
911,24.2791,-2.3,-1.8
912,24.1637,-2.2,-1.8
913,23.9551,-2.2,-1.8
914,23.7926,-2.1,-1.8
915,23.6659,-2.1,-1.8
916,23.5400,-2.0,-1.8
917,23.4120,-2.0,-1.8
918,23.2729,-1.9,-1.7
919,23.1144,-1.8,-1.7
920,22.8875,-1.8,-1.7
921,22.4119,-1.7,-1.7
922,21.9492,-1.6,-1.7
923,21.6328,-1.6,-1.7
924,21.2670,-1.5,-1.7
925,20.8854,-1.4,-1.6
926,20.4236,-1.3,-1.6
927,19.9624,-1.3,-1.6
928,19.4527,-1.2,-1.6
929,18.9647,-1.1,-1.5
930,18.5112,-1.0,-1.5
931,17.7901,-0.9,-1.5
932,17.2694,-0.9,-1.5
933,16.9366,-0.8,-1.4
934,16.3491,-0.7,-1.4
935,15.9332,-0.6,-1.4
936,15.3958,-0.5,-1.3
937,14.8926,-0.4,-1.3
938,14.2250,-0.3,-1.3
939,13.6806,-0.2,-1.2
940,13.1615,-0.1,-1.2
941,12.5118,0.0,-1.1
942,11.7287,0.1,-1.1
943,11.1164,0.2,-1.1
944,10.4205,0.3,-1.0
945,9.6512,0.4,-1.0
946,8.9211,0.5,-0.9
947,8.2138,0.5,-0.9
948,7.4070,0.6,-0.8
949,6.7528,0.7,-0.8
950,6.0841,0.8,-0.8
951,5.1632,0.9,-0.7
952,4.2229,1.1,-0.7
953,3.4022,1.2,-0.6
954,2.6263,1.3,-0.6
955,1.8113,1.4,-0.5
956,0.9811,1.5,-0.5
957,-0.0386,1.6,-0.4
958,-1.1422,1.7,-0.4
959,-2.2041,1.8,-0.3
960,-3.1866,1.8,-0.2
961,-4.1760,1.9,-0.2
962,-4.8876,2.0,-0.1
963,-5.5702,2.1,0.0
964,-5.1633,2.2,0.0
965,-5.2266,2.3,0.1
966,-5.3337,2.4,0.2
967,-6.1990,2.5,0.2
968,-7.3075,2.6,0.3
969,-7.4727,2.7,0.4
970,-7.0726,2.8,0.5
971,-7.5637,2.9,0.6
972,-7.4810,3.0,0.7
973,-7.0676,3.0,0.8
974,-7.1015,3.1,0.9
975,-6.9457,3.2,0.9
976,-7.2330,3.3,1.1
977,-7.7053,3.4,1.2
978,-7.9699,3.4,1.2
979,-7.7707,3.5,1.4
980,-7.3707,3.6,1.5
981,-7.1982,3.7,1.5
982,-7.1777,3.8,1.6
983,-7.3202,3.8,1.8
984,-7.3032,3.9,1.9
985,-7.2092,4.0,2.0
986,-7.0266,4.1,2.1
987,-6.9451,4.1,2.2
988,-6.7411,4.2,2.3
989,-6.6491,4.3,2.4
990,-6.5638,4.3,2.5
991,-6.6204,4.4,2.6
992,-6.6166,4.5,2.7
993,-6.5802,4.5,2.8
994,-6.5459,4.6,2.9
995,-6.5061,4.7,3.1
996,-6.4497,4.7,3.2
997,-6.1085,4.8,3.2
998,-5.7739,4.8,3.4
999,-5.4446,4.9,3.5
1000,-5.3319,5.0,3.6
1001,-5.4014,5.0,3.7
1002,-5.4457,5.1,3.7
1003,-5.3150,5.1,3.8
1004,-5.1416,5.2,3.9
1005,-4.9645,5.2,4.0
1006,-4.9287,5.3,4.1
1007,-4.9430,5.3,4.2
1008,-4.9559,5.4,4.3
1009,-4.9637,5.4,4.4
1010,-5.0647,5.5,4.5
1011,-5.0801,5.5,4.5
1012,-4.9341,5.6,4.6
1013,-4.6747,5.6,4.7
1014,-4.5055,5.7,4.8
1015,-4.4050,5.7,4.8
1016,-4.4344,5.8,4.9
1017,-4.4514,5.8,5.0
1018,-4.4836,5.8,5.0
1019,-4.5924,5.9,5.1
1020,-4.7308,5.9,5.2
1021,-4.7803,5.9,5.2
1022,-4.6942,6.0,5.3
1023,-4.5834,6.0,5.3
1024,-4.6191,6.1,5.4
1025,-4.7134,6.1,5.4
1026,-4.8194,6.1,5.5
1027,-4.7825,6.1,5.5
1028,-4.6990,6.2,5.5
1029,-4.7181,6.2,5.6
1030,-4.8087,6.2,5.6
1031,-4.9548,6.3,5.7
1032,-4.8557,6.3,5.7
1033,-4.8299,6.3,5.7
1034,-4.7381,6.3,5.8
1035,-4.8787,6.4,5.8
1036,-5.0222,6.4,5.8
1037,-5.1542,6.4,5.9
1038,-5.1299,6.4,5.9
1039,-5.2144,6.4,5.9
1040,-5.3209,6.5,5.9
1041,-5.3815,6.5,6.0
1042,-5.3930,6.5,6.0
1043,-5.2004,6.5,6.0
1044,-5.2058,6.5,6.0
1045,-5.3441,6.5,6.1
1046,-5.6135,6.5,6.1
1047,-5.6936,6.6,6.1
1048,-5.5501,6.6,6.1
1049,-5.3487,6.6,6.1
1050,-5.3478,6.6,6.2
1051,-5.4825,6.6,6.2
1052,-5.5601,6.6,6.2
1053,-5.5744,6.6,6.2
1054,-5.5101,6.6,6.2
1055,-5.5012,6.6,6.3
1056,-5.5242,6.6,6.3
1057,-5.5122,6.6,6.3
1058,-5.4129,6.6,6.3
1059,-5.2342,6.6,6.3
1060,-5.1860,6.6,6.3
1061,-5.1579,6.6,6.4
1062,-5.1844,6.6,6.4
1063,-5.1443,6.6,6.4
1064,-5.1026,6.6,6.4
1065,-5.0622,6.6,6.4
1066,-5.0081,6.6,6.4
1067,-5.0100,6.6,6.4
1068,-4.9590,6.6,6.4
1069,-4.9444,6.6,6.4
1070,-4.9599,6.6,6.5
1071,-4.9974,6.6,6.5
1072,-4.9933,6.5,6.5
1073,-4.9983,6.5,6.5
1074,-4.9714,6.5,6.5
1075,-4.9386,6.5,6.4
1076,-4.9614,6.5,6.5
1077,-4.9984,6.5,6.5
1078,-5.1066,6.5,6.4
1079,-5.2482,6.5,6.4
1080,-5.3961,6.5,6.4
1081,-5.5472,6.5,6.4
1082,-5.6113,6.5,6.4
1083,-5.6045,6.4,6.4
1084,-5.5360,6.4,6.4
1085,-5.4200,6.4,6.4
1086,-5.3684,6.4,6.4
1087,-5.4045,6.4,6.4
1088,-5.4741,6.4,6.4
1089,-5.5942,6.4,6.4
1090,-5.6493,6.3,6.4
1091,-5.6467,6.3,6.4
1092,-5.5786,6.3,6.4
1093,-5.5528,6.3,6.4
1094,-5.6007,6.3,6.4
1095,-5.6605,6.3,6.4
1096,-5.7714,6.3,6.3
1097,-5.8652,6.2,6.3
1098,-5.8887,6.2,6.3
1099,-5.8500,6.2,6.3
1100,-5.7419,6.2,6.3
1101,-5.6095,6.2,6.3
1102,-5.5960,6.1,6.3
1103,-5.7066,6.1,6.3
1104,-5.7139,6.1,6.3
1105,-5.6551,6.1,6.3
1106,-5.5247,6.0,6.3
1107,-5.4010,6.0,6.2
1108,-5.3326,6.0,6.2
1109,-5.2865,6.0,6.2
1110,-5.2973,6.0,6.2
1111,-5.2826,5.9,6.2
1112,-5.3155,5.9,6.2
1113,-5.2499,5.9,6.2
1114,-5.1398,5.8,6.2
1115,-5.0301,5.8,6.1
1116,-4.8885,5.8,6.1
1117,-4.8898,5.8,6.1
1118,-4.9718,5.7,6.1
1119,-4.9688,5.7,6.1
1120,-4.9456,5.7,6.1
1121,-4.8636,5.7,6.0
1122,-4.8621,5.6,6.0
1123,-4.8790,5.6,6.0
1124,-4.9554,5.6,6.0
1125,-5.0168,5.5,5.9
1126,-5.0588,5.5,5.9
1127,-5.0790,5.5,5.9
1128,-5.1179,5.4,5.9
1129,-5.0556,5.4,5.8
1130,-5.0186,5.4,5.8
1131,-4.9809,5.4,5.8
1132,-5.0664,5.3,5.8
1133,-5.1100,5.3,5.7
1134,-5.0379,5.3,5.7
1135,-5.0463,5.2,5.7
1136,-4.9875,5.2,5.6
1137,-5.0450,5.2,5.6
1138,-5.1493,5.1,5.6
1139,-5.1580,5.1,5.5
1140,-5.1493,5.0,5.5
1141,-5.0535,5.0,5.5
1142,-5.0712,5.0,5.4
1143,-5.1511,4.9,5.4
1144,-5.1547,4.9,5.4
1145,-5.1887,4.9,5.3
1146,-5.2412,4.8,5.3
1147,-5.2832,4.8,5.2
1148,-5.3619,4.7,5.2
1149,-5.3585,4.7,5.2
1150,-5.2921,4.7,5.1
1151,-5.3076,4.6,5.1
1152,-5.3971,4.6,5.1
1153,-5.5778,4.6,5.0
1154,-5.6265,4.5,5.0
1155,-5.5682,4.5,4.9
1156,-5.4332,4.4,4.9
1157,-5.4142,4.4,4.9
1158,-5.5142,4.3,4.8
1159,-5.5276,4.3,4.8
1160,-5.4893,4.3,4.7
1161,-5.3508,4.2,4.7
1162,-5.3484,4.2,4.7
1163,-5.2987,4.1,4.6
1164,-5.3418,4.1,4.6
1165,-5.2584,4.0,4.6
1166,-5.2472,4.0,4.5
1167,-5.2084,4.0,4.5
1168,-5.1855,3.9,4.5
1169,-5.1565,3.9,4.4
1170,-5.1129,3.8,4.4
1171,-5.0658,3.8,4.4
1172,-5.0785,3.7,4.3
1173,-5.0926,3.7,4.3
1174,-5.0264,3.6,4.2
1175,-4.9828,3.6,4.2
1176,-4.8166,3.5,4.2
1177,-4.7003,3.5,4.1
1178,-4.6537,3.4,4.1
1179,-4.7013,3.4,4.0
1180,-4.8066,3.3,4.0
1181,-4.8446,3.3,4.0
1182,-4.9055,3.3,3.9
1183,-4.7744,3.2,3.9
1184,-4.6090,3.2,3.8
1185,-4.4535,3.1,3.8
1186,-4.4205,3.1,3.7
1187,-4.5827,3.0,3.7
1188,-4.7478,3.0,3.7
1189,-4.7664,2.9,3.6
1190,-4.6285,2.9,3.6
1191,-4.5997,2.8,3.5
1192,-4.5419,2.7,3.5
1193,-4.5500,2.7,3.4
1194,-4.5920,2.6,3.4
1195,-4.5450,2.6,3.3
1196,-4.5238,2.5,3.3
1197,-4.5690,2.5,3.2
1198,-4.5756,2.4,3.2
1199,-4.5608,2.4,3.1
1200,-4.4617,2.3,3.1
1201,-4.4347,2.3,3.0
1202,-4.5106,2.2,3.0
1203,-4.5805,2.2,2.9
1204,-4.5198,2.1,2.9
1205,-4.4513,2.1,2.8
1206,-4.4490,2.0,2.7
1207,-4.5466,2.0,2.7
1208,-4.6999,1.9,2.6
1209,-4.8181,1.8,2.6
1210,-4.7664,1.8,2.5
1211,-4.8256,1.7,2.4
1212,-4.8846,1.7,2.4
1213,-4.8704,1.6,2.3
1214,-4.8956,1.6,2.3
1215,-4.9519,1.5,2.2
1216,-4.9717,1.5,2.2
1217,-5.1081,1.4,2.1
1218,-5.0661,1.3,2.0
1219,-5.1065,1.3,2.0
1220,-5.1036,1.2,1.9
1221,-5.0584,1.2,1.8
1222,-5.0188,1.1,1.8
1223,-4.9749,1.1,1.7
1224,-4.9618,1.0,1.7
1225,-5.0654,0.9,1.6
1226,-5.0613,0.9,1.6
1227,-5.0440,0.8,1.5
1228,-5.0665,0.8,1.5
1229,-4.9571,0.7,1.4
1230,-4.9032,0.6,1.3
1231,-4.7721,0.6,1.3
1232,-4.8134,0.5,1.2
1233,-4.8673,0.5,1.2
1234,-4.9076,0.4,1.1
1235,-4.9277,0.3,1.1
1236,-4.8253,0.3,1.0
1237,-4.8460,0.2,1.0
1238,-4.9037,0.2,0.9
1239,-4.9365,0.1,0.8
1240,-4.9950,0.0,0.8
1241,-5.0080,0.0,0.7
1242,-5.0089,-0.1,0.7
1243,-4.9701,-0.2,0.6
1244,-4.9071,-0.2,0.6
1245,-4.6633,-0.3,0.5
1246,-4.3136,-0.3,0.4
1247,-4.0284,-0.4,0.4
1248,-4.1930,-0.5,0.3
1249,-4.2564,-0.5,0.3
1250,-3.5446,-0.6,0.2
1251,-3.2050,-0.7,0.2
1252,-3.2772,-0.7,0.1
1253,-3.6334,-0.8,0.1
1254,-1.8846,-0.9,0.0
1255,-0.2614,-0.9,0.0
1256,-0.1738,-1.0,-0.1
1257,0.3014,-1.0,-0.1
1258,1.9863,-1.1,-0.1
1259,2.4087,-1.2,-0.2
1260,2.2284,-1.2,-0.2
1261,2.9801,-1.3,-0.3
1262,3.8908,-1.4,-0.3
1263,4.2224,-1.4,-0.3
1264,4.7154,-1.5,-0.4
1265,5.2417,-1.5,-0.4
1266,5.5217,-1.6,-0.4
1267,5.9819,-1.7,-0.5
1268,6.3429,-1.7,-0.5
1269,6.6356,-1.8,-0.5
1270,6.9444,-1.8,-0.6
1271,7.4206,-1.9,-0.6
1272,7.8432,-1.9,-0.7
1273,8.3585,-2.0,-0.7
1274,8.7108,-2.0,-0.7
1275,9.0213,-2.1,-0.8
1276,9.4435,-2.1,-0.8
1277,9.8439,-2.2,-0.8
1278,10.2686,-2.2,-0.9
1279,10.6575,-2.3,-0.9
1280,10.9724,-2.3,-0.9
1281,11.3560,-2.4,-1.0
1282,11.7916,-2.4,-1.0
1283,12.2272,-2.5,-1.0
1284,12.7213,-2.5,-1.1
1285,13.2097,-2.5,-1.1
1286,13.6913,-2.6,-1.1
1287,14.2619,-2.6,-1.1
1288,14.9280,-2.6,-1.2
1289,15.5454,-2.7,-1.2
1290,16.2868,-2.7,-1.2
1291,16.9772,-2.7,-1.3
1292,17.4916,-2.8,-1.3
1293,18.1183,-2.8,-1.3
1294,18.7873,-2.8,-1.4
1295,19.3233,-2.8,-1.4
1296,19.7851,-2.9,-1.4
1297,20.2956,-2.9,-1.4
1298,20.7886,-2.9,-1.5
1299,21.2292,-2.9,-1.5
1300,21.6734,-2.9,-1.6
1301,21.9545,-2.9,-1.6
1302,22.3371,-2.9,-1.6
1303,22.7261,-2.9,-1.6
1304,23.0861,-3.0,-1.7
1305,23.3880,-3.0,-1.7
1306,23.6681,-3.0,-1.7
1307,23.9692,-3.0,-1.7
1308,24.3069,-2.9,-1.8
1309,24.6376,-2.9,-1.8
1310,24.9271,-2.9,-1.8
1311,25.1447,-2.9,-1.8
1312,25.3535,-2.9,-1.8
1313,25.5368,-2.9,-1.8
1314,25.6597,-2.9,-1.9
1315,25.8782,-2.9,-1.9
1316,26.0068,-2.8,-1.9
1317,26.0604,-2.8,-1.9
1318,25.9704,-2.8,-1.9
1319,25.8513,-2.7,-1.9
1320,25.6758,-2.7,-1.9
1321,25.6658,-2.7,-1.9
1322,25.6647,-2.6,-1.9
1323,25.6326,-2.6,-1.9
1324,25.4753,-2.6,-1.9
1325,25.2947,-2.5,-1.9
1326,25.1268,-2.5,-1.9
1327,25.0019,-2.4,-1.9
1328,24.8815,-2.4,-1.9
1329,24.7852,-2.3,-1.9
1330,24.7258,-2.3,-1.9
1331,24.6503,-2.2,-1.9
1332,24.5033,-2.1,-1.8
1333,24.2273,-2.1,-1.8
1334,24.0021,-2.0,-1.8
1335,23.6920,-2.0,-1.8
1336,23.3392,-1.9,-1.8
1337,23.0820,-1.8,-1.8
1338,22.7550,-1.7,-1.8
1339,22.3275,-1.7,-1.7
1340,21.8854,-1.6,-1.7
1341,21.4631,-1.5,-1.7
1342,21.0820,-1.4,-1.7
1343,20.7084,-1.4,-1.7
1344,20.3659,-1.3,-1.6
1345,19.8666,-1.2,-1.6
1346,19.4606,-1.1,-1.6
1347,19.0961,-1.0,-1.5
1348,18.5820,-0.9,-1.5
1349,18.1266,-0.8,-1.5
1350,17.6779,-0.8,-1.5
1351,16.9425,-0.7,-1.4
1352,16.6693,-0.6,-1.4
1353,16.1937,-0.5,-1.4
1354,15.5462,-0.4,-1.4
1355,14.8713,-0.3,-1.3
1356,13.9834,-0.2,-1.3
1357,13.3613,-0.1,-1.2
1358,12.7109,0.0,-1.2
1359,12.0127,0.1,-1.1
1360,11.3313,0.2,-1.1
1361,10.6075,0.3,-1.0
1362,9.8328,0.4,-1.0
1363,9.1329,0.5,-1.0
1364,8.2516,0.6,-0.9
1365,7.4413,0.7,-0.9
1366,6.5566,0.8,-0.8
1367,5.8231,0.9,-0.8
1368,4.9835,1.1,-0.7
1369,4.1334,1.2,-0.6
1370,3.3001,1.3,-0.6
1371,2.3341,1.4,-0.6
1372,1.3464,1.5,-0.5
1373,0.3100,1.6,-0.5
1374,-0.7886,1.7,-0.4
1375,-1.9217,1.8,-0.3
1376,-2.9159,1.9,-0.3
1377,-3.8836,2.0,-0.2
1378,-4.6344,2.1,-0.1
1379,-5.6990,2.2,-0.1
1380,-6.1277,2.3,0.0
1381,-5.9217,2.4,0.1
1382,-6.1806,2.5,0.1
1383,-6.5108,2.6,0.2
1384,-7.4703,2.7,0.3
1385,-7.6618,2.8,0.4
1386,-7.4602,2.9,0.5
1387,-7.3083,2.9,0.6
1388,-7.2102,3.0,0.7
1389,-7.4024,3.1,0.8
1390,-7.3770,3.2,0.9
1391,-7.1010,3.3,1.0
1392,-6.9450,3.4,1.1
1393,-7.1590,3.5,1.2
1394,-7.4459,3.6,1.3
1395,-7.5574,3.6,1.4
1396,-7.1332,3.7,1.5
1397,-6.9863,3.8,1.7
1398,-7.0293,3.9,1.8
1399,-7.1035,4.0,1.9
1400,-7.0828,4.0,2.0
1401,-6.8696,4.1,2.1
1402,-6.7046,4.2,2.2
1403,-6.7288,4.2,2.3
1404,-6.5130,4.3,2.4
1405,-6.3633,4.4,2.5
1406,-6.1275,4.5,2.6
1407,-6.1841,4.5,2.8
1408,-6.3373,4.6,2.9
1409,-6.3254,4.7,3.0
1410,-6.1812,4.7,3.1
1411,-5.9726,4.8,3.2
1412,-6.0224,4.9,3.3
1413,-5.9855,4.9,3.4
1414,-5.9543,5.0,3.5
1415,-5.6118,5.0,3.6
1416,-5.4072,5.1,3.7
1417,-5.2582,5.2,3.8
1418,-5.3614,5.2,3.9
1419,-5.2625,5.3,4.0
1420,-5.0921,5.3,4.1
1421,-4.7203,5.4,4.2
1422,-4.6064,5.4,4.3
1423,-4.5477,5.5,4.4
1424,-4.5764,5.5,4.5
1425,-4.6582,5.6,4.6
1426,-4.6653,5.6,4.6
1427,-4.7400,5.7,4.7
1428,-4.6554,5.7,4.8
1429,-4.6313,5.8,4.9
1430,-4.4536,5.8,4.9
1431,-4.4342,5.8,5.0
1432,-4.5477,5.9,5.1
1433,-4.7263,5.9,5.1
1434,-4.8689,6.0,5.2
1435,-4.8787,6.0,5.2
1436,-4.7557,6.0,5.3
1437,-4.7130,6.1,5.4
1438,-4.6819,6.1,5.4
1439,-4.6631,6.1,5.5
1440,-4.6498,6.2,5.5
1441,-4.5694,6.2,5.6
1442,-4.5373,6.2,5.6
1443,-4.6150,6.3,5.7
1444,-4.6677,6.3,5.7
1445,-4.7321,6.3,5.7
1446,-4.6731,6.3,5.8
1447,-4.7380,6.4,5.8
1448,-4.7214,6.4,5.9
1449,-4.7750,6.4,5.9
1450,-4.7553,6.4,5.9
1451,-4.7976,6.4,6.0
1452,-4.9385,6.5,6.0
1453,-5.1392,6.5,6.0
1454,-5.3540,6.5,6.0
1455,-5.3139,6.5,6.1
1456,-5.1978,6.5,6.1
1457,-5.1420,6.5,6.1
1458,-5.2831,6.6,6.1
1459,-5.4596,6.6,6.1
1460,-5.5233,6.6,6.2
1461,-5.4349,6.6,6.2
1462,-5.4671,6.6,6.2
1463,-5.5586,6.6,6.2
1464,-5.6388,6.6,6.2
1465,-5.5683,6.6,6.2
1466,-5.4628,6.6,6.2
1467,-5.4129,6.6,6.3
1468,-5.5421,6.6,6.3
1469,-5.7457,6.6,6.3
1470,-5.8012,6.6,6.3
1471,-5.6542,6.6,6.3
1472,-5.4417,6.6,6.3
1473,-5.3171,6.6,6.3
1474,-5.3341,6.6,6.4
1475,-5.3695,6.6,6.4
1476,-5.3515,6.6,6.4
1477,-5.3466,6.6,6.4
1478,-5.3657,6.6,6.4
1479,-5.2211,6.6,6.4
1480,-5.1239,6.6,6.4
1481,-5.0370,6.6,6.4
1482,-5.0408,6.6,6.4
1483,-5.1033,6.5,6.4
1484,-5.2357,6.5,6.4
1485,-5.3323,6.5,6.4
1486,-5.3442,6.5,6.4
1487,-5.3130,6.5,6.4
1488,-5.3172,6.5,6.4
1489,-5.3181,6.5,6.4
1490,-5.3150,6.5,6.4
1491,-5.3146,6.5,6.4
1492,-5.4059,6.5,6.4
1493,-5.4149,6.5,6.4
1494,-5.4897,6.4,6.4
1495,-5.5026,6.4,6.4
1496,-5.5356,6.4,6.4
1497,-5.5994,6.4,6.4
1498,-5.6920,6.4,6.4
1499,-5.7548,6.4,6.4
1500,-5.8271,6.4,6.3
1501,-5.8410,6.3,6.3
1502,-5.8642,6.3,6.3
1503,-5.8381,6.3,6.3
1504,-5.8189,6.3,6.3
1505,-5.7540,6.3,6.3
1506,-5.7740,6.3,6.3
1507,-5.7381,6.2,6.3
1508,-5.7336,6.2,6.3
1509,-5.6408,6.2,6.3
1510,-5.6085,6.2,6.3
1511,-5.5488,6.2,6.3
1512,-5.5032,6.1,6.3
1513,-5.5005,6.1,6.3
1514,-5.4755,6.1,6.3
1515,-5.4748,6.1,6.3
1516,-5.4448,6.1,6.2
1517,-5.4592,6.0,6.2
1518,-5.4489,6.0,6.2
1519,-5.3610,6.0,6.2
1520,-5.2429,6.0,6.2
1521,-5.0582,5.9,6.2
1522,-4.9521,5.9,6.2
1523,-4.9255,5.9,6.2
1524,-5.0391,5.9,6.2
1525,-5.1218,5.8,6.1
1526,-5.1148,5.8,6.1
1527,-5.0182,5.8,6.1
1528,-4.8539,5.7,6.1
1529,-4.7821,5.7,6.1
1530,-4.6964,5.7,6.1
1531,-4.7459,5.7,6.1
1532,-4.7075,5.6,6.0
1533,-4.6304,5.6,6.0
1534,-4.5896,5.6,6.0
1535,-4.5781,5.5,6.0
1536,-4.5167,5.5,5.9
1537,-4.4700,5.5,5.9
1538,-4.4740,5.5,5.9
1539,-4.5528,5.4,5.9
1540,-4.6683,5.4,5.8
1541,-4.8042,5.4,5.8
1542,-4.8488,5.3,5.8
1543,-4.8285,5.3,5.8
1544,-4.7897,5.3,5.7
1545,-4.8138,5.2,5.7
1546,-4.9149,5.2,5.6
1547,-5.0175,5.2,5.6
1548,-5.0282,5.1,5.6
1549,-5.0438,5.1,5.5
1550,-5.1354,5.1,5.5
1551,-5.1323,5.0,5.5
1552,-5.2095,5.0,5.4
1553,-5.1634,5.0,5.4
1554,-5.1106,4.9,5.4
1555,-5.1177,4.9,5.3
1556,-5.2128,4.8,5.3
1557,-5.4283,4.8,5.2
1558,-5.4658,4.8,5.2
1559,-5.3739,4.7,5.2
1560,-5.2831,4.7,5.1
1561,-5.2218,4.7,5.1
1562,-5.3245,4.6,5.1
1563,-5.4260,4.6,5.0
1564,-5.4421,4.5,5.0
1565,-5.4835,4.5,4.9
1566,-5.5273,4.5,4.9
1567,-5.6411,4.4,4.9
1568,-5.6533,4.4,4.8
1569,-5.5781,4.3,4.8
1570,-5.4291,4.3,4.7
1571,-5.4512,4.2,4.7
1572,-5.6252,4.2,4.7
1573,-5.7377,4.2,4.6
1574,-5.6933,4.1,4.6
1575,-5.5901,4.1,4.5
1576,-5.5339,4.0,4.5
1577,-5.5403,4.0,4.5
1578,-5.5332,3.9,4.4
1579,-5.4446,3.9,4.4
1580,-5.2788,3.8,4.4
1581,-5.2814,3.8,4.3
1582,-5.2659,3.8,4.3
1583,-5.3100,3.7,4.2
1584,-5.3030,3.7,4.2
1585,-5.2766,3.6,4.2
1586,-5.3046,3.6,4.1
1587,-5.3865,3.5,4.1
1588,-5.3847,3.5,4.1
1589,-5.3292,3.4,4.0
1590,-5.1354,3.4,4.0
1591,-5.0660,3.3,3.9
1592,-5.0679,3.3,3.9
1593,-5.1093,3.2,3.9
1594,-5.0772,3.2,3.8
1595,-4.9508,3.1,3.8
1596,-4.7528,3.1,3.8
1597,-4.6332,3.0,3.7
1598,-4.5520,3.0,3.7
1599,-4.5959,2.9,3.6
1600,-4.6141,2.9,3.6
1601,-4.6624,2.8,3.5
1602,-4.7337,2.8,3.5
1603,-4.6115,2.7,3.5
1604,-4.4996,2.7,3.4
1605,-4.2955,2.6,3.4
1606,-4.1982,2.6,3.3
1607,-4.2765,2.5,3.3
1608,-4.4157,2.5,3.2
1609,-4.4751,2.4,3.2
1610,-4.4605,2.3,3.1
1611,-4.4833,2.3,3.1
1612,-4.5413,2.2,3.0
1613,-4.6374,2.2,3.0
1614,-4.6220,2.1,2.9
1615,-4.4789,2.1,2.8
1616,-4.4357,2.0,2.8
1617,-4.5900,2.0,2.7
1618,-4.7833,1.9,2.7
1619,-4.9224,1.9,2.6
1620,-4.7760,1.8,2.6
1621,-4.5856,1.7,2.5
1622,-4.5243,1.7,2.5
1623,-4.5988,1.6,2.4
1624,-4.6177,1.6,2.3
1625,-4.5032,1.5,2.3
1626,-4.4067,1.5,2.2
1627,-4.4673,1.4,2.2
1628,-4.5934,1.4,2.1
1629,-4.7580,1.3,2.0
1630,-4.7793,1.2,2.0
1631,-4.7839,1.2,1.9
1632,-4.7863,1.1,1.8
1633,-4.8437,1.1,1.8
1634,-4.9660,1.0,1.7
1635,-4.9388,0.9,1.6
1636,-4.9399,0.9,1.6
1637,-4.9148,0.8,1.5
1638,-5.0550,0.8,1.5
1639,-5.1636,0.7,1.4
1640,-5.2272,0.7,1.4
1641,-5.2088,0.6,1.3
1642,-5.1633,0.5,1.2
1643,-5.1563,0.5,1.2
1644,-5.1940,0.4,1.1
1645,-5.3077,0.3,1.1
1646,-5.1851,0.3,1.0
1647,-5.0950,0.2,0.9
1648,-4.9578,0.2,0.9
1649,-4.9112,0.1,0.8
1650,-4.9213,0.0,0.8
1651,-5.0120,0.0,0.7
1652,-4.9619,-0.1,0.7
1653,-4.9066,-0.1,0.6
1654,-4.7988,-0.2,0.6
1655,-4.9032,-0.3,0.5
1656,-4.4581,-0.3,0.4
1657,-4.5065,-0.4,0.4
1658,-4.4926,-0.5,0.3
1659,-4.0881,-0.5,0.2
1660,-3.9802,-0.6,0.2
1661,-4.5577,-0.7,0.1
1662,-4.4580,-0.7,0.1
1663,-2.1023,-0.8,0.0
1664,-0.6069,-0.9,0.0
1665,-0.7891,-0.9,-0.1
1666,0.1628,-1.0,-0.1
1667,1.7874,-1.0,-0.1
1668,1.8527,-1.1,-0.2
1669,1.8491,-1.2,-0.2
1670,2.9164,-1.2,-0.2
1671,3.7243,-1.3,-0.3
1672,3.9966,-1.4,-0.3
1673,4.5795,-1.4,-0.3
1674,5.1087,-1.5,-0.4
1675,5.4270,-1.5,-0.4
1676,5.8290,-1.6,-0.4
1677,6.2088,-1.7,-0.5
1678,6.3986,-1.7,-0.5
1679,6.6928,-1.8,-0.6
