Time (ms),Sensed Force (N),Desired Position (mm),Actual Position (mm)
3689,-4.5109,3.6,4.2
3690,-4.4745,3.5,4.1
3691,-4.4450,3.5,4.1
3692,-4.5579,3.4,4.0
3693,-4.6155,3.4,4.0
3694,-4.5595,3.3,4.0
3695,-4.5292,3.3,3.9
3696,-4.4265,3.2,3.9
3697,-4.3763,3.2,3.8
3698,-4.4039,3.1,3.8
3699,-4.4102,3.1,3.8
3700,-4.4399,3.0,3.7
3701,-4.3448,3.0,3.7
3702,-4.3166,2.9,3.6
3703,-4.3222,2.9,3.6
3704,-4.3166,2.8,3.5
3705,-4.3315,2.8,3.5
3706,-4.3260,2.7,3.4
3707,-4.2934,2.7,3.4
3708,-4.2820,2.6,3.3
3709,-4.3291,2.6,3.3
3710,-4.4056,2.5,3.2
3711,-4.3922,2.5,3.2
3712,-4.3329,2.4,3.1
3713,-4.3554,2.4,3.1
3714,-4.4335,2.3,3.0
3715,-4.4638,2.3,3.0
3716,-4.4767,2.2,2.9
3717,-4.4972,2.2,2.9
3718,-4.6019,2.1,2.8
3719,-4.7166,2.1,2.7
3720,-4.8693,2.0,2.7
3721,-4.7764,2.0,2.7
3722,-4.6893,1.9,2.6
3723,-4.6940,1.9,2.5
3724,-4.7782,1.8,2.5
3725,-4.9098,1.8,2.4
3726,-4.8833,1.7,2.4
3727,-4.8210,1.7,2.3
3728,-4.8242,1.6,2.3
3729,-4.9025,1.5,2.2
3730,-4.9213,1.5,2.2
3731,-4.8885,1.4,2.1
3732,-4.8063,1.4,2.1
3733,-4.7441,1.3,2.0
3734,-4.7327,1.3,2.0
3735,-4.7247,1.2,1.9
3736,-4.6851,1.2,1.9
3737,-4.6313,1.1,1.8
3738,-4.6222,1.0,1.8
3739,-4.5818,1.0,1.7
3740,-4.4455,0.9,1.6
3741,-4.3245,0.9,1.6
3742,-4.3511,0.8,1.5
3743,-4.4319,0.8,1.5
3744,-4.4502,0.7,1.4
3745,-4.3479,0.6,1.4
3746,-4.3101,0.6,1.3
3747,-4.3304,0.5,1.3
3748,-4.5271,0.5,1.2
3749,-4.6484,0.4,1.1
3750,-4.5974,0.3,1.1
3751,-4.5218,0.3,1.0
3752,-4.5080,0.2,1.0
3753,-4.5818,0.2,0.9
3754,-4.5828,0.1,0.9
3755,-4.4727,0.0,0.8
3756,-4.2799,0.0,0.7
3757,-4.1222,-0.1,0.7
3758,-4.1976,-0.1,0.6
3759,-4.2769,-0.2,0.6
3760,-4.2224,-0.3,0.5
3761,-4.0968,-0.3,0.4
3762,-3.7575,-0.4,0.4
3763,-3.8872,-0.4,0.3
3764,-4.0364,-0.5,0.3
3765,-4.1882,-0.6,0.2
3766,-3.9668,-0.6,0.1
3767,-3.7657,-0.7,0.1
3768,-4.0685,-0.8,0.0
3769,-4.4208,-0.8,-0.1
3770,-3.7130,-0.9,-0.1
3771,-1.4007,-0.9,-0.2
3772,-0.1813,-1.0,-0.2
3773,0.0189,-1.1,-0.3
3774,1.1525,-1.1,-0.3
3775,2.5034,-1.2,-0.3
3776,2.5983,-1.2,-0.4
3777,2.9579,-1.3,-0.4
3778,4.0504,-1.4,-0.4
3779,4.6691,-1.4,-0.4
3780,4.9841,-1.5,-0.5
3781,5.9258,-1.5,-0.5
3782,6.3443,-1.6,-0.6
3783,6.7113,-1.7,-0.6
3784,7.1652,-1.7,-0.6
3785,7.3416,-1.8,-0.7
3786,7.6281,-1.8,-0.7
3787,8.0076,-1.9,-0.7
3788,8.3596,-1.9,-0.8
3789,8.7479,-2.0,-0.8
3790,9.0672,-2.0,-0.8
3791,9.4329,-2.1,-0.9
3792,9.7402,-2.1,-0.9
3793,10.1492,-2.2,-0.9
3794,10.4694,-2.2,-1.0
3795,10.6045,-2.3,-1.0
3796,10.7672,-2.3,-1.0
3797,11.0427,-2.4,-1.0
3798,11.3040,-2.4,-1.1
3799,11.6182,-2.4,-1.1
3800,11.9003,-2.5,-1.1
3801,12.1203,-2.5,-1.2
3802,12.5083,-2.5,-1.2
3803,13.0256,-2.6,-1.2
3804,13.6026,-2.6,-1.2
3805,14.2231,-2.6,-1.3
3806,14.9004,-2.7,-1.3
3807,15.4381,-2.7,-1.3
3808,16.1578,-2.7,-1.3
3809,16.8879,-2.8,-1.4
3810,17.4929,-2.8,-1.4
3811,18.0032,-2.8,-1.4
3812,18.6077,-2.8,-1.4
3813,19.1860,-2.8,-1.5
3814,19.7114,-2.9,-1.5
3815,20.2051,-2.9,-1.6
3816,20.6268,-2.9,-1.6
3817,20.9645,-2.9,-1.6
3818,21.2643,-2.9,-1.7
3819,21.5567,-2.9,-1.7
3820,21.8741,-2.9,-1.7
3821,22.2233,-2.9,-1.7
3822,22.5581,-2.9,-1.8
3823,22.8985,-2.9,-1.8
3824,23.1851,-2.9,-1.8
3825,23.4762,-2.9,-1.8
3826,23.7597,-2.9,-1.8
3827,23.9817,-2.9,-1.9
3828,24.2633,-2.9,-1.9
3829,24.5381,-2.9,-1.9
3830,24.8291,-2.8,-1.9
3831,25.0445,-2.8,-1.9
3832,25.1679,-2.8,-1.9
3833,25.2318,-2.8,-1.9
3834,25.1765,-2.7,-1.9
3835,24.9936,-2.7,-1.9
3836,24.7874,-2.7,-1.9
3837,24.5323,-2.7,-1.9
3838,24.4576,-2.6,-1.9
3839,24.4595,-2.6,-1.9
3840,24.3798,-2.5,-1.9
3841,24.2842,-2.5,-1.9
3842,24.0878,-2.5,-1.9
3843,23.8970,-2.4,-1.9
3844,23.8421,-2.4,-1.9
3845,23.7547,-2.3,-1.9
3846,23.7629,-2.3,-1.9
3847,23.6402,-2.2,-1.9
3848,23.5484,-2.1,-1.9
3849,23.4517,-2.1,-1.9
3850,23.3181,-2.0,-1.9
3851,23.0489,-2.0,-1.9
3852,22.6977,-1.9,-1.9
3853,22.4425,-1.8,-1.8
3854,22.0239,-1.8,-1.8
3855,21.6262,-1.7,-1.8
3856,21.1469,-1.6,-1.8
3857,20.7000,-1.6,-1.8
3858,20.1814,-1.5,-1.7
3859,19.7357,-1.4,-1.7
3860,19.2528,-1.3,-1.7
3861,18.5307,-1.2,-1.7
3862,18.2040,-1.2,-1.6
3863,17.6340,-1.1,-1.6
3864,17.2158,-1.0,-1.6
3865,16.7236,-0.9,-1.6
3866,16.1304,-0.8,-1.5
3867,15.6916,-0.7,-1.5
3868,15.1844,-0.6,-1.5
3869,14.7701,-0.6,-1.5
3870,14.2219,-0.5,-1.4
3871,13.6889,-0.4,-1.4
3872,13.0321,-0.3,-1.4
3873,12.3926,-0.2,-1.3
3874,11.7602,-0.1,-1.3
3875,11.0274,0.0,-1.2
3876,10.3927,0.1,-1.2
3877,9.7717,0.2,-1.2
3878,9.0092,0.3,-1.1
3879,8.2692,0.4,-1.1
3880,7.5965,0.5,-1.0
3881,6.7005,0.6,-1.0
3882,5.8727,0.7,-1.0
3883,5.1573,0.8,-0.9
3884,4.4166,0.9,-0.8
3885,3.6464,1.0,-0.8
3886,2.8302,1.1,-0.8
3887,1.9156,1.2,-0.7
3888,1.0170,1.3,-0.7
3889,-0.0300,1.4,-0.6
3890,-1.1142,1.5,-0.5
3891,-2.1562,1.6,-0.5
3892,-3.1021,1.7,-0.4
3893,-4.1053,1.8,-0.4
3894,-4.7963,1.9,-0.3
3895,-5.6926,2.0,-0.2
3896,-6.4544,2.1,-0.1
3897,-6.8455,2.2,0.0
3898,-6.5240,2.3,0.0
3899,-7.2017,2.3,0.1
3900,-7.5943,2.4,0.2
3901,-7.2272,2.5,0.3
3902,-6.8808,2.6,0.4
3903,-7.2936,2.7,0.5
3904,-7.1217,2.8,0.6
3905,-7.1636,2.9,0.7
3906,-7.0456,3.0,0.8
3907,-7.1947,3.0,0.9
3908,-7.0502,3.1,1.0
3909,-6.5778,3.2,1.1
3910,-6.4638,3.3,1.2
3911,-6.5673,3.4,1.3
3912,-6.9291,3.4,1.4
3913,-6.9431,3.5,1.5
3914,-6.8017,3.6,1.6
3915,-6.4763,3.7,1.7
3916,-6.3576,3.7,1.8
3917,-6.5181,3.8,1.9
3918,-6.5628,3.9,2.0
3919,-6.5504,4.0,2.1
3920,-6.4337,4.0,2.2
3921,-6.5242,4.1,2.3
3922,-6.6584,4.2,2.4
3923,-6.7887,4.2,2.5
3924,-6.6242,4.3,2.6
3925,-6.2617,4.4,2.7
3926,-5.9642,4.4,2.8
3927,-5.9608,4.5,3.0
3928,-5.9717,4.6,3.1
3929,-5.9250,4.6,3.2
3930,-5.6550,4.7,3.3
3931,-5.4851,4.8,3.4
3932,-5.2755,4.8,3.5
3933,-5.1359,4.9,3.6
3934,-4.8524,4.9,3.7
3935,-4.7321,5.0,3.7
3936,-4.6689,5.0,3.8
3937,-4.7971,5.1,3.9
3938,-4.8716,5.2,4.0
3939,-4.7885,5.2,4.1
3940,-4.6232,5.3,4.2
3941,-4.4008,5.3,4.3
3942,-4.3359,5.4,4.4
3943,-4.3928,5.4,4.4
3944,-4.3735,5.5,4.5
3945,-4.3916,5.5,4.6
3946,-4.3163,5.6,4.7
3947,-4.3216,5.6,4.7
3948,-4.2885,5.7,4.8
3949,-4.1786,5.7,4.9
3950,-4.1120,5.7,4.9
3951,-4.2108,5.8,5.0
3952,-4.4687,5.8,5.0
3953,-4.6109,5.9,5.1
3954,-4.6895,5.9,5.1
3955,-4.6465,5.9,5.2
3956,-4.6465,6.0,5.2
3957,-4.7260,6.0,5.3
3958,-4.7094,6.0,5.3
3959,-4.6179,6.1,5.4
3960,-4.5484,6.1,5.4
3961,-4.5807,6.1,5.5
3962,-4.5199,6.2,5.5
3963,-4.4302,6.2,5.6
3964,-4.3151,6.2,5.6
3965,-4.2582,6.3,5.6
3966,-4.3493,6.3,5.7
3967,-4.4645,6.3,5.7
3968,-4.5550,6.3,5.7
3969,-4.5530,6.4,5.8
3970,-4.7884,6.4,5.8
3971,-4.9959,6.4,5.8
3972,-5.1213,6.4,5.9
3973,-5.1479,6.4,5.9
3974,-4.9932,6.5,5.9
3975,-4.9042,6.5,6.0
3976,-4.9300,6.5,6.0
3977,-5.0333,6.5,6.0
3978,-5.0509,6.5,6.0
3979,-5.0452,6.5,6.1
3980,-5.0541,6.5,6.1
3981,-5.0995,6.6,6.1
3982,-5.1350,6.6,6.1
3983,-5.0111,6.6,6.1
3984,-4.9428,6.6,6.2
3985,-4.9916,6.6,6.2
3986,-5.1303,6.6,6.2
3987,-5.2873,6.6,6.2
3988,-5.3945,6.6,6.3
3989,-5.3600,6.6,6.3
3990,-5.2957,6.6,6.3
3991,-5.1757,6.6,6.3
3992,-5.2174,6.6,6.3
3993,-5.2533,6.6,6.3
3994,-5.1956,6.6,6.4
3995,-5.0672,6.6,6.4
3996,-4.8841,6.6,6.4
3997,-4.7083,6.6,6.4
3998,-4.5910,6.6,6.4
3999,-4.5776,6.6,6.4
4000,-4.5644,6.6,6.5
4001,-4.5813,6.6,6.5
4002,-4.6336,6.6,6.5
4003,-4.6204,6.6,6.5
4004,-4.6079,6.6,6.5
4005,-4.5825,6.6,6.5
4006,-4.5341,6.6,6.5
4007,-4.4371,6.5,6.5
4008,-4.5034,6.5,6.5
4009,-4.5117,6.5,6.5
4010,-4.5983,6.5,6.5
4011,-4.6575,6.5,6.5
4012,-4.6883,6.5,6.5
4013,-4.6540,6.5,6.5
4014,-4.6200,6.5,6.5
4015,-4.5666,6.5,6.5
4016,-4.5672,6.5,6.5
4017,-4.6200,6.5,6.5
4018,-4.7451,6.4,6.5
4019,-4.9127,6.4,6.5
4020,-5.0060,6.4,6.5
4021,-5.0963,6.4,6.5
4022,-5.1362,6.4,6.4
4023,-5.1267,6.4,6.4
4024,-5.1097,6.4,6.4
4025,-5.1135,6.4,6.4
4026,-5.1786,6.3,6.4
4027,-5.2515,6.3,6.4
4028,-5.3054,6.3,6.4
4029,-5.2950,6.3,6.4
4030,-5.2786,6.3,6.4
4031,-5.2332,6.3,6.4
4032,-5.1805,6.3,6.4
4033,-5.0763,6.2,6.4
4034,-4.9726,6.2,6.4
4035,-4.9956,6.2,6.3
4036,-5.0570,6.2,6.3
4037,-5.1726,6.2,6.3
4038,-5.2681,6.1,6.3
4039,-5.2428,6.1,6.3
4040,-5.2258,6.1,6.3
4041,-5.1729,6.1,6.3
4042,-5.1220,6.1,6.3
4043,-5.1291,6.0,6.3
4044,-5.1698,6.0,6.3
4045,-5.1411,6.0,6.2
4046,-5.1047,6.0,6.2
4047,-5.0238,5.9,6.2
4048,-4.8837,5.9,6.2
4049,-4.8699,5.9,6.2
4050,-4.8535,5.9,6.2
4051,-4.7795,5.8,6.2
4052,-4.8041,5.8,6.1
4053,-4.7673,5.8,6.1
4054,-4.7877,5.8,6.1
4055,-4.7547,5.7,6.1
4056,-4.7099,5.7,6.1
4057,-4.7930,5.7,6.1
4058,-4.9146,5.7,6.0
4059,-4.9918,5.6,6.0
4060,-5.0183,5.6,6.0
4061,-4.8723,5.6,6.0
4062,-4.7400,5.5,5.9
4063,-4.8029,5.5,5.9
4064,-4.9184,5.5,5.9
4065,-5.0423,5.5,5.9
4066,-5.0252,5.4,5.8
4067,-4.9293,5.4,5.8
4068,-4.8884,5.4,5.8
4069,-4.9500,5.3,5.8
4070,-5.0279,5.3,5.7
4071,-5.0605,5.3,5.7
4072,-5.0284,5.2,5.7
4073,-4.9653,5.2,5.6
4074,-5.0263,5.2,5.6
4075,-5.0807,5.1,5.6
4076,-5.1629,5.1,5.5
4077,-5.1512,5.1,5.5
4078,-5.1192,5.0,5.5
4079,-5.1844,5.0,5.4
4080,-5.1830,5.0,5.4
4081,-5.1841,4.9,5.4
4082,-5.1246,4.9,5.3
4083,-5.1292,4.9,5.3
4084,-5.0898,4.8,5.3
4085,-5.1596,4.8,5.2
4086,-5.2066,4.7,5.2
4087,-5.3419,4.7,5.2
4088,-5.3615,4.7,5.1
4089,-5.3245,4.6,5.1
4090,-5.2861,4.6,5.0
4091,-5.2929,4.6,5.0
4092,-5.3610,4.5,5.0
4093,-5.4035,4.5,4.9
4094,-5.4814,4.4,4.9
4095,-5.5523,4.4,4.9
4096,-5.6098,4.4,4.8
4097,-5.6265,4.3,4.8
4098,-5.4587,4.3,4.7
4099,-5.2827,4.2,4.7
4100,-5.1735,4.2,4.7
4101,-5.1961,4.1,4.6
4102,-5.3069,4.1,4.6
4103,-5.2673,4.1,4.6
4104,-5.1825,4.0,4.5
4105,-5.1371,4.0,4.5
4106,-5.1841,3.9,4.5
4107,-5.1661,3.9,4.4
4108,-5.1371,3.8,4.4
4109,-5.0586,3.8,4.3
4110,-5.0084,3.7,4.3
4111,-5.1195,3.7,4.3
4112,-5.2151,3.7,4.2
4113,-5.1600,3.6,4.2
4114,-4.9885,3.6,4.2
4115,-4.7715,3.5,4.1
4116,-4.7143,3.5,4.1
4117,-4.7584,3.4,4.1
4118,-4.8518,3.4,4.0
4119,-4.8187,3.3,4.0
4120,-4.7092,3.3,4.0
4121,-4.5711,3.2,3.9
4122,-4.4214,3.2,3.9
4123,-4.4609,3.1,3.8
4124,-4.5007,3.1,3.8
4125,-4.5700,3.0,3.7
4126,-4.6682,3.0,3.7
4127,-4.7491,2.9,3.6
4128,-4.8253,2.9,3.6
4129,-4.8034,2.8,3.5
4130,-4.7878,2.8,3.5
4131,-4.6822,2.7,3.4
4132,-4.7262,2.7,3.4
4133,-4.7785,2.6,3.3
4134,-4.8315,2.6,3.3
4135,-4.8317,2.5,3.2
4136,-4.9402,2.5,3.2
4137,-4.9949,2.4,3.1
4138,-5.0005,2.4,3.0
4139,-5.0416,2.3,3.0
4140,-4.9808,2.3,3.0
4141,-4.9874,2.2,2.9
4142,-5.0231,2.2,2.8
4143,-5.1129,2.1,2.8
4144,-5.2007,2.0,2.7
4145,-5.2457,2.0,2.7
4146,-5.2768,1.9,2.6
4147,-5.2271,1.9,2.6
4148,-5.1197,1.8,2.5
4149,-4.9402,1.8,2.5
4150,-4.9512,1.7,2.4
4151,-4.9932,1.7,2.4
4152,-5.1106,1.6,2.3
4153,-5.0266,1.6,2.3
4154,-4.9350,1.5,2.2
4155,-4.8910,1.4,2.2
4156,-4.9720,1.4,2.1
4157,-5.1266,1.3,2.1
4158,-5.1214,1.3,2.0
4159,-5.0410,1.2,1.9
4160,-4.9581,1.1,1.9
4161,-5.1391,1.1,1.8
4162,-5.2919,1.0,1.7
4163,-5.2993,1.0,1.7
4164,-5.1109,0.9,1.7
4165,-4.9324,0.9,1.6
4166,-4.9686,0.8,1.5
4167,-5.0853,0.7,1.5
4168,-5.0505,0.7,1.4
4169,-4.8865,0.6,1.4
4170,-4.6456,0.6,1.3
4171,-4.6944,0.5,1.3
4172,-4.8230,0.4,1.2
4173,-4.7571,0.4,1.2
4174,-4.6150,0.3,1.1
4175,-4.3541,0.2,1.0
4176,-4.3825,0.2,1.0
4177,-4.6082,0.1,0.9
4178,-4.7391,0.1,0.8
4179,-4.6904,0.0,0.8
4180,-4.4378,-0.1,0.7
4181,-4.4524,-0.1,0.7
4182,-4.5885,-0.2,0.6
4183,-4.8405,-0.3,0.5
4184,-4.8962,-0.3,0.5
4185,-4.9411,-0.4,0.4
4186,-4.9733,-0.4,0.3
4187,-4.9218,-0.5,0.3
4188,-4.8441,-0.6,0.2
4189,-4.6370,-0.6,0.1
4190,-4.6300,-0.7,0.1
4191,-4.8713,-0.8,0.0
4192,-4.8904,-0.8,0.0
4193,-3.5998,-0.9,-0.1
4194,-1.3635,-1.0,-0.2
4195,-0.4116,-1.0,-0.2
4196,-0.1114,-1.1,-0.2
4197,1.2560,-1.2,-0.3
4198,2.2704,-1.2,-0.3
4199,2.2720,-1.3,-0.4
4200,2.9814,-1.3,-0.4
4201,4.3057,-1.4,-0.4
4202,4.7009,-1.5,-0.5
4203,5.2955,-1.5,-0.5
4204,5.9736,-1.6,-0.5
4205,6.2979,-1.7,-0.6
4206,6.6514,-1.7,-0.6
4207,6.9384,-1.8,-0.6
4208,7.1842,-1.8,-0.7
4209,7.4598,-1.9,-0.7
4210,7.7931,-1.9,-0.8
4211,8.1687,-2.0,-0.8
4212,8.6205,-2.0,-0.8
4213,8.8525,-2.1,-0.9
4214,9.1528,-2.2,-0.9
4215,9.4600,-2.2,-0.9
4216,9.7715,-2.3,-1.0
4217,10.0669,-2.3,-1.0
4218,10.2519,-2.3,-1.0
4219,10.4955,-2.4,-1.1
4220,10.6921,-2.4,-1.1
4221,10.9978,-2.5,-1.1
4222,11.2618,-2.5,-1.2
4223,11.5884,-2.6,-1.2
4224,12.0623,-2.6,-1.2
4225,12.6516,-2.6,-1.2
4226,13.2038,-2.7,-1.3
4227,13.8330,-2.7,-1.3
4228,14.4891,-2.8,-1.3
4229,15.0359,-2.8,-1.4
4230,15.7141,-2.8,-1.4
4231,16.4210,-2.8,-1.4
4232,17.0970,-2.9,-1.4
4233,17.8601,-2.9,-1.5
4234,18.5977,-2.9,-1.5
4235,19.1182,-3.0,-1.5
4236,19.6627,-3.0,-1.6
4237,20.1783,-3.0,-1.6
4238,20.6042,-3.0,-1.6
4239,21.0623,-3.0,-1.7
4240,21.4900,-3.0,-1.7
4241,21.9604,-3.0,-1.7
4242,22.2990,-3.1,-1.8
4243,22.7148,-3.1,-1.8
4244,23.1014,-3.1,-1.8
4245,23.4891,-3.1,-1.8
4246,23.8153,-3.1,-1.9
4247,24.0967,-3.1,-1.9
4248,24.3817,-3.1,-1.9
4249,24.6606,-3.1,-1.9
4250,24.9674,-3.0,-1.9
4251,25.3299,-3.0,-2.0
4252,25.5752,-3.0,-2.0
4253,25.7546,-3.0,-2.0
4254,25.9977,-3.0,-2.0
4255,26.1310,-3.0,-2.0
4256,26.1651,-2.9,-2.0
4257,26.1986,-2.9,-2.0
4258,26.2069,-2.9,-2.0
4259,26.0036,-2.9,-2.0
4260,25.7180,-2.8,-2.1
4261,25.5712,-2.8,-2.1
4262,25.5102,-2.8,-2.1
4263,25.6016,-2.7,-2.1
4264,25.6222,-2.7,-2.1
4265,25.4658,-2.6,-2.0
4266,25.2913,-2.6,-2.1
4267,25.1285,-2.5,-2.0
4268,25.1153,-2.5,-2.0
4269,25.1553,-2.4,-2.0
4270,25.1656,-2.4,-2.0
4271,25.0397,-2.3,-2.0
4272,24.8221,-2.3,-2.0
4273,24.6027,-2.2,-2.0
4274,24.2698,-2.1,-2.0
4275,24.0280,-2.1,-2.0
4276,23.6480,-2.0,-2.0
4277,23.2641,-1.9,-1.9
4278,22.8375,-1.9,-1.9
4279,22.4899,-1.8,-1.9
4280,22.0104,-1.7,-1.9
4281,21.3014,-1.6,-1.9
4282,20.8065,-1.5,-1.8
4283,20.3498,-1.5,-1.8
4284,19.9498,-1.4,-1.8
4285,19.5840,-1.3,-1.8
4286,18.9736,-1.2,-1.8
4287,18.4236,-1.1,-1.7
4288,17.8121,-1.0,-1.7
4289,17.3685,-1.0,-1.7
4290,17.0194,-0.9,-1.6
4291,16.5111,-0.8,-1.6
4292,16.0222,-0.7,-1.6
4293,15.4714,-0.6,-1.5
4294,14.9361,-0.5,-1.5
4295,14.3957,-0.4,-1.5
4296,13.7870,-0.3,-1.4
4297,13.1140,-0.2,-1.4
4298,12.3841,-0.1,-1.3
4299,11.6397,0.0,-1.3
4300,11.0111,0.1,-1.2
4301,10.2187,0.2,-1.2
4302,9.5193,0.3,-1.1
4303,8.7751,0.4,-1.1
4304,8.0446,0.5,-1.0
4305,7.2802,0.6,-1.0
4306,6.4588,0.7,-1.0
4307,5.7133,0.8,-0.9
4308,4.8866,0.9,-0.9
4309,4.0519,1.0,-0.8
4310,3.0730,1.1,-0.8
4311,2.1747,1.2,-0.7
4312,1.2129,1.4,-0.6
4313,0.0697,1.5,-0.6
4314,-1.1426,1.6,-0.5
4315,-2.2207,1.7,-0.5
4316,-3.3423,1.8,-0.4
4317,-4.1503,1.9,-0.3
4318,-5.0076,2.0,-0.3
4319,-5.7698,2.1,-0.2
4320,-6.3672,2.2,-0.1
4321,-7.0779,2.3,-0.1
4322,-7.6208,2.4,0.0
4323,-8.1847,2.5,0.1
4324,-7.5872,2.6,0.2
4325,-6.8892,2.6,0.3
4326,-6.9890,2.7,0.4
4327,-6.6990,2.8,0.5
4328,-7.4296,2.9,0.6
4329,-6.8672,3.0,0.7
4330,-6.7469,3.1,0.8
4331,-7.0452,3.2,0.9
4332,-6.9918,3.3,1.0
4333,-6.5928,3.4,1.1
4334,-6.4137,3.4,1.2
4335,-6.6223,3.5,1.3
4336,-7.1770,3.6,1.4
4337,-7.4745,3.7,1.5
4338,-7.4518,3.8,1.7
4339,-7.4334,3.8,1.8
4340,-7.3758,3.9,1.9
4341,-7.4159,4.0,2.0
4342,-7.2574,4.1,2.1
4343,-6.8914,4.1,2.2
4344,-6.6545,4.2,2.3
4345,-6.7463,4.3,2.4
4346,-6.8534,4.4,2.5
4347,-6.7174,4.4,2.6
4348,-6.3679,4.5,2.7
4349,-6.0807,4.6,2.9
4350,-6.0697,4.6,3.0
4351,-6.1320,4.7,3.1
4352,-5.9811,4.8,3.2
4353,-5.6599,4.8,3.3
4354,-5.4802,4.9,3.4
4355,-5.4174,4.9,3.5
4356,-5.5775,5.0,3.6
4357,-5.3962,5.1,3.7
4358,-5.1774,5.1,3.8
4359,-4.8419,5.2,3.9
4360,-4.6703,5.2,4.0
4361,-4.6400,5.3,4.1
4362,-4.5029,5.3,4.2
4363,-4.4283,5.4,4.3
4364,-4.2759,5.4,4.4
4365,-4.2996,5.5,4.5
4366,-4.4460,5.5,4.6
4367,-4.4496,5.6,4.6
4368,-4.2911,5.6,4.7
4369,-4.2720,5.7,4.8
4370,-4.3138,5.7,4.9
4371,-4.4724,5.8,4.9
4372,-4.5705,5.8,5.0
4373,-4.5209,5.8,5.1
4374,-4.4110,5.9,5.1
4375,-4.3228,5.9,5.2
4376,-4.3052,6.0,5.3
4377,-4.3054,6.0,5.3
4378,-4.1279,6.0,5.4
4379,-3.9749,6.1,5.4
4380,-4.0239,6.1,5.5
4381,-4.1227,6.1,5.5
4382,-4.2664,6.2,5.6
4383,-4.2377,6.2,5.6
4384,-4.1667,6.2,5.6
4385,-4.1671,6.3,5.7
4386,-4.3002,6.3,5.7
4387,-4.3887,6.3,5.7
4388,-4.5419,6.3,5.8
4389,-4.6190,6.4,5.8
4390,-4.7729,6.4,5.8
4391,-4.9033,6.4,5.9
4392,-4.9785,6.4,5.9
4393,-4.9954,6.4,5.9
4394,-4.9451,6.5,5.9
4395,-5.0117,6.5,6.0
4396,-5.0115,6.5,6.0
4397,-5.1586,6.5,6.0
4398,-5.1443,6.5,6.0
4399,-5.1572,6.5,6.0
4400,-5.1870,6.5,6.1
4401,-5.2015,6.6,6.1
4402,-5.2507,6.6,6.1
4403,-5.2122,6.6,6.1
4404,-5.1661,6.6,6.2
4405,-5.2992,6.6,6.2
4406,-5.4696,6.6,6.2
4407,-5.6935,6.6,6.2
4408,-5.6548,6.6,6.2
4409,-5.5660,6.6,6.2
4410,-5.5176,6.6,6.2
4411,-5.5671,6.6,6.3
4412,-5.6513,6.6,6.3
4413,-5.6470,6.6,6.3
4414,-5.4879,6.6,6.3
4415,-5.2621,6.6,6.3
4416,-5.1525,6.6,6.3
4417,-5.1791,6.6,6.3
4418,-5.2343,6.6,6.4
4419,-5.2124,6.6,6.4
4420,-5.1218,6.6,6.4
4421,-5.0978,6.6,6.4
4422,-5.0303,6.6,6.4
4423,-4.9942,6.6,6.4
4424,-4.9412,6.6,6.4
4425,-4.9097,6.5,6.4
4426,-4.9668,6.5,6.4
4427,-5.0202,6.5,6.4
4428,-5.0776,6.5,6.4
4429,-5.0309,6.5,6.4
4430,-4.9953,6.5,6.4
4431,-5.0054,6.5,6.4
4432,-5.0774,6.5,6.4
4433,-5.0938,6.5,6.4
4434,-5.0780,6.5,6.4
4435,-5.0894,6.5,6.4
4436,-5.1311,6.4,6.4
4437,-5.1966,6.4,6.4
4438,-5.2407,6.4,6.4
4439,-5.3160,6.4,6.4
4440,-5.3983,6.4,6.4
4441,-5.4201,6.4,6.4
4442,-5.5119,6.4,6.4
4443,-5.5867,6.4,6.4
4444,-5.5879,6.3,6.4
4445,-5.6197,6.3,6.4
4446,-5.5425,6.3,6.3
4447,-5.5018,6.3,6.3
4448,-5.4857,6.3,6.3
4449,-5.4890,6.3,6.3
4450,-5.4811,6.2,6.3
4451,-5.4272,6.2,6.3
4452,-5.4205,6.2,6.3
4453,-5.3662,6.2,6.3
4454,-5.3770,6.2,6.3
4455,-5.4399,6.1,6.3
4456,-5.4845,6.1,6.3
4457,-5.4624,6.1,6.3
4458,-5.4314,6.1,6.3
4459,-5.4040,6.1,6.3
4460,-5.3228,6.0,6.2
4461,-5.3390,6.0,6.2
4462,-5.2526,6.0,6.2
4463,-5.2195,6.0,6.2
4464,-5.1766,5.9,6.2
4465,-5.1254,5.9,6.2
4466,-5.1318,5.9,6.2
4467,-5.0785,5.9,6.2
4468,-5.0375,5.8,6.2
4469,-4.9173,5.8,6.1
4470,-4.8175,5.8,6.1
4471,-4.7607,5.8,6.1
4472,-4.7267,5.7,6.1
4473,-4.8506,5.7,6.1
4474,-4.9787,5.7,6.1
4475,-5.0257,5.6,6.0
4476,-4.9278,5.6,6.0
4477,-4.7334,5.6,6.0
4478,-4.7280,5.6,6.0
4479,-4.8126,5.5,5.9
4480,-4.9565,5.5,5.9
4481,-4.9853,5.5,5.9
4482,-4.9205,5.4,5.9
4483,-4.8530,5.4,5.8
4484,-4.8697,5.4,5.8
4485,-4.9458,5.3,5.8
4486,-4.9183,5.3,5.8
4487,-4.8839,5.3,5.7
4488,-4.9546,5.2,5.7
4489,-5.1156,5.2,5.7
4490,-5.3506,5.2,5.6
4491,-5.3960,5.1,5.6
4492,-5.2284,5.1,5.6
4493,-5.1073,5.1,5.5
4494,-5.0903,5.0,5.5
